LECROYHDO6104B,11090,Histogram
Segments,1,SegmentSize,488
Segment,TrigTime,TimeSinceSegment1
#1,04-May-2026 18:21:05,0                 
Time,Ampl
-0.0096,0
-0.0095,0
-0.0094,0
-0.0093,0
-0.0092,0
-0.0091,0
-0.009,0
-0.0089,0
-0.0088,0
-0.0087,0
-0.0086,0
-0.0085,0
-0.0084,0
-0.0083,0
-0.0082,0
-0.0081,0
-0.008,0
-0.0079,0
-0.0078,0
-0.0077,0
-0.0076,0
-0.0075,0
-0.0074,0
-0.0073,0
-0.0072,0
-0.0071,0
-0.007,0
-0.0069,0
-0.0068,0
-0.0067,0
-0.0066,0
-0.0065,0
-0.0064,0
-0.0063,0
-0.0062,0
-0.0061,0
-0.006,0
-0.0059,0
-0.0058,0
-0.0057,0
-0.0056,0
-0.0055,0
-0.0054,0
-0.0053,0
-0.0052,0
-0.0051,0
-0.005,0
-0.0049,0
-0.0048,0
-0.0047,0
-0.0046,0
-0.0045,0
-0.0044,0
-0.0043,0
-0.0042,0
-0.0041,0
-0.004,0
-0.0039,0
-0.0038,0
-0.0037,0
-0.0036,0
-0.0035,0
-0.0034,0
-0.0033,0
-0.0032,0
-0.0031,0
-0.003,0
-0.0029,0
-0.0028,0
-0.0027,0
-0.0026,0
-0.0025,0
-0.0024,0
-0.0023,0
-0.0022,0
-0.0021,0
-0.002,0
-0.0019,0
-0.0018,0
-0.0017,0
-0.0016,0
-0.0015,0
-0.0014,0
-0.0013,0
-0.0012,0
-0.0011,0
-0.001,0
-0.0009,0
-0.0008,0
-0.0007,0
-0.0006,0
-0.0005,0
-0.0004,0
-0.0003,0
-0.0002,0
-0.0001,0
-3.713e-18,0
0.0001,0
0.0002,0
0.0003,0
0.0004,0
0.0005,0
0.0006,0
0.0007,0
0.0008,0
0.0009,0
0.001,0
0.0011,0
0.0012,0
0.0013,0
0.0014,0
0.0015,1
0.0016,0
0.0017,0
0.0018,1
0.0019,0
0.002,0
0.0021,1
0.0022,1
0.0023,1
0.0024,0
0.0025,0
0.0026,0
0.0027,0
0.0028,0
0.0029,0
0.003,0
0.0031,0
0.0032,0
0.0033,1
0.0034,0
0.0035,3
0.0036,0
0.0037,1
0.0038,1
0.0039,1
0.004,0
0.0041,0
0.0042,2
0.0043,2
0.0044,4
0.0045,3
0.0046,1
0.0047,2
0.0048,3
0.0049,3
0.005,3
0.0051,1
0.0052,1
0.0053,0
0.0054,0
0.0055,1
0.0056,0
0.0057,0
0.0058,1
0.0059,1
0.006,2
0.0061,0
0.0062,1
0.0063,0
0.0064,2
0.0065,0
0.0066,4
0.0067,7
0.0068,4
0.0069,5
0.007,8
0.0071,5
0.0072,1
0.0073,9
0.0074,2
0.0075,3
0.0076,2
0.0077,3
0.0078,2
0.0079,4
0.008,1
0.0081,10
0.0082,3
0.0083,5
0.0084,4
0.0085,3
0.0086,6
0.0087,0
0.0088,5
0.0089,3
0.009,6
0.0091,7
0.0092,5
0.0093,10
0.0094,18
0.0095,15
0.0096,18
0.0097,27
0.0098,35
0.0099,40
0.01,47
0.0101,40
0.0102,46
0.0103,57
0.0104,42
0.0105,45
0.0106,30
0.0107,25
0.0108,13
0.0109,14
0.011,10
0.0111,10
0.0112,7
0.0113,2
0.0114,8
0.0115,3
0.0116,3
0.0117,12
0.0118,12
0.0119,12
0.012,11
0.0121,15
0.0122,19
0.0123,29
0.0124,30
0.0125,29
0.0126,29
0.0127,30
0.0128,52
0.0129,43
0.013,44
0.0131,23
0.0132,20
0.0133,11
0.0134,14
0.0135,3
0.0136,2
0.0137,2
0.0138,1
0.0139,3
0.014,5
0.0141,10
0.0142,9
0.0143,12
0.0144,11
0.0145,5
0.0146,10
0.0147,6
0.0148,7
0.0149,9
0.015,13
0.0151,16
0.0152,9
0.0153,11
0.0154,19
0.0155,20
0.0156,20
0.0157,18
0.0158,14
0.0159,4
0.016,3
0.0161,1
0.0162,2
0.0163,3
0.0164,3
0.0165,5
0.0166,8
0.0167,4
0.0168,2
0.0169,1
0.017,3
0.0171,6
0.0172,4
0.0173,3
0.0174,5
0.0175,3
0.0176,5
0.0177,4
0.0178,8
0.0179,8
0.018,8
0.0181,11
0.0182,12
0.0183,11
0.0184,12
0.0185,7
0.0186,3
0.0187,5
0.0188,1
0.0189,3
0.019,2
0.0191,1
0.0192,2
0.0193,0
0.0194,1
0.0195,2
0.0196,2
0.0197,3
0.0198,2
0.0199,0
0.02,4
0.0201,1
0.0202,2
0.0203,5
0.0204,2
0.0205,8
0.0206,4
0.0207,3
0.0208,5
0.0209,4
0.021,3
0.0211,5
0.0212,7
0.0213,2
0.0214,1
0.0215,1
0.0216,1
0.0217,1
0.0218,2
0.0219,1
0.022,2
0.0221,1
0.0222,0
0.0223,0
0.0224,4
0.0225,1
0.0226,3
0.0227,0
0.0228,0
0.0229,3
0.023,1
0.0231,4
0.0232,3
0.0233,3
0.0234,4
0.0235,1
0.0236,2
0.0237,3
0.0238,1
0.0239,0
0.024,1
0.0241,0
0.0242,0
0.0243,0
0.0244,0
0.0245,0
0.0246,2
0.0247,1
0.0248,2
0.0249,0
0.025,0
0.0251,0
0.0252,1
0.0253,0
0.0254,1
0.0255,2
0.0256,2
0.0257,6
0.0258,1
0.0259,2
0.026,2
0.0261,0
0.0262,2
0.0263,4
0.0264,2
0.0265,0
0.0266,0
0.0267,0
0.0268,0
0.0269,0
0.027,0
0.0271,0
0.0272,0
0.0273,0
0.0274,0
0.0275,0
0.0276,4
0.0277,1
0.0278,1
0.0279,1
0.028,0
0.0281,1
0.0282,0
0.0283,0
0.0284,0
0.0285,1
0.0286,1
0.0287,0
0.0288,0
0.0289,1
0.029,1
0.0291,1
0.0292,2
0.0293,1
0.0294,0
0.0295,1
0.0296,0
0.0297,0
0.0298,0
0.0299,0
0.03,0
0.0301,0
0.0302,1
0.0303,0
0.0304,0
0.0305,0
0.0306,0
0.0307,0
0.0308,0
0.0309,0
0.031,1
0.0311,0
0.0312,0
0.0313,2
0.0314,0
0.0315,1
0.0316,0
0.0317,1
0.0318,0
0.0319,0
0.032,0
0.0321,0
0.0322,0
0.0323,0
0.0324,0
0.0325,0
0.0326,0
0.0327,0
0.0328,0
0.0329,0
0.033,0
0.0331,0
0.0332,0
0.0333,0
0.0334,0
0.0335,1
0.0336,0
0.0337,1
0.0338,0
0.0339,1
0.034,0
0.0341,0
0.0342,0
0.0343,0
0.0344,0
0.0345,0
0.0346,1
0.0347,0
0.0348,0
0.0349,0
0.035,1
0.0351,0
0.0352,0
0.0353,0
0.0354,0
0.0355,0
0.0356,1
0.0357,0
0.0358,0
0.0359,1
0.036,0
0.0361,0
0.0362,0
0.0363,0
0.0364,0
0.0365,0
0.0366,0
0.0367,1
0.0368,0
0.0369,0
0.037,0
0.0371,0
0.0372,1
0.0373,0
0.0374,0
0.0375,0
0.0376,0
0.0377,0
0.0378,0
0.0379,0
0.038,0
0.0381,0
0.0382,0
0.0383,0
0.0384,0
0.0385,0
0.0386,0
0.0387,0
0.0388,0
0.0389,0
0.039,0
0.0391,0
